resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_2053,Data Analyst.txt,0.353,0.25,0.316,0.416,0.794
pdf_resume_2061,Data Analyst.txt,0.166,0.193,0.215,0.166,0.769
pdf_resume_2062,Data Analyst.txt,0.433,0.375,0.452,0.503,0.818
pdf_resume_2064,Data Analyst.txt,0.061,0.058,0.055,0.113,0.668
pdf_resume_2070,Data Analyst.txt,0.125,0.183,0.125,0.183,0.731
pdf_resume_2071,Data Analyst.txt,0.547,0.576,0.607,0.532,0.88
pdf_resume_2074,Data Analyst.txt,0.316,0.344,0.289,0.219,0.8
pdf_resume_2075,Data Analyst.txt,0.422,0.495,0.371,0.472,0.806
pdf_resume_2077,Data Analyst.txt,0.247,0.415,0.349,0.304,0.783
pdf_resume_2078,Data Analyst.txt,0.104,0.28,0.102,0.216,0.753
pdf_resume_2079,Data Analyst.txt,0.177,0.246,0.209,0.204,0.761
pdf_resume_2086,Data Analyst.txt,0.243,0.29,0.326,0.429,0.783
pdf_resume_2089,Data Analyst.txt,0.336,0.121,0.325,0.319,0.738
pdf_resume_209,Data Analyst.txt,0.183,0.197,0.182,0.174,0.761
pdf_resume_2094,Data Analyst.txt,0.173,0.058,0.062,0.288,0.714
pdf_resume_2104,Data Analyst.txt,0.286,0.299,0.334,0.323,0.846
pdf_resume_2106,Data Analyst.txt,0.29,0.349,0.325,0.337,0.766
pdf_resume_2129,Data Analyst.txt,0.297,0.266,0.329,0.365,0.796
pdf_resume_2141,Data Analyst.txt,0.295,0.413,0.272,0.274,0.817
pdf_resume_2145,Data Analyst.txt,0.242,0.275,0.333,0.254,0.797
pdf_resume_2149,Data Analyst.txt,0.288,0.246,0.267,0.254,0.788
pdf_resume_215,Data Analyst.txt,0.247,0.479,0.246,0.268,0.787
pdf_resume_2157,Data Analyst.txt,0.226,0.259,0.287,0.216,0.788
pdf_resume_2160,Data Analyst.txt,0.243,0.283,0.271,0.264,0.772
pdf_resume_2162,Data Analyst.txt,0.44,0.447,0.47,0.506,0.856
pdf_resume_2164,Data Analyst.txt,0.479,0.573,0.505,0.539,0.843
pdf_resume_2167,Data Analyst.txt,0.353,0.392,0.395,0.366,0.825
pdf_resume_2168,Data Analyst.txt,0.261,0.219,0.187,0.352,0.78
pdf_resume_2172,Data Analyst.txt,0.302,0.307,0.304,0.286,0.741
pdf_resume_2179,Data Analyst.txt,0.301,0.246,0.231,0.351,0.788
pdf_resume_2189,Data Analyst.txt,0.198,0.213,0.322,0.419,0.796
pdf_resume_219,Data Analyst.txt,0.416,0.235,0.298,0.409,0.781
pdf_resume_2197,Data Analyst.txt,0.121,0.058,0.144,0.141,0.71
pdf_resume_2198,Data Analyst.txt,0.612,0.541,0.648,0.456,0.879
pdf_resume_22,Data Analyst.txt,0.331,0.409,0.374,0.321,0.817
pdf_resume_2212,Data Analyst.txt,0.293,0.235,0.261,0.343,0.773
pdf_resume_2217,Data Analyst.txt,0.172,0.197,0.231,0.131,0.789
pdf_resume_2218,Data Analyst.txt,0.372,0.388,0.329,0.391,0.765
pdf_resume_2219,Data Analyst.txt,0.3,0.255,0.346,0.287,0.773
pdf_resume_2221,Data Analyst.txt,0.29,0.193,0.275,0.314,0.729
pdf_resume_2222,Data Analyst.txt,0.291,0.356,0.308,0.3,0.76
pdf_resume_2224,Data Analyst.txt,0.227,0.183,0.209,0.258,0.759
pdf_resume_2225,Data Analyst.txt,0.334,0.289,0.279,0.387,0.743
pdf_resume_2230,Data Analyst.txt,0.303,0.404,0.319,0.308,0.803
pdf_resume_2233,Data Analyst.txt,0.364,0.239,0.292,0.399,0.795
pdf_resume_2244,Data Analyst.txt,0.0,0.058,0.0,0.058,0.687
pdf_resume_225,Data Analyst.txt,0.12,0.058,0.062,0.231,0.708
pdf_resume_2251,Data Analyst.txt,0.191,0.298,0.114,0.122,0.738
pdf_resume_2257,Data Analyst.txt,0.4,0.24,0.355,0.3,0.765
pdf_resume_2258,Data Analyst.txt,0.429,0.542,0.436,0.378,0.828
pdf_resume_226,Data Analyst.txt,0.455,0.349,0.389,0.447,0.772
pdf_resume_2261,Data Analyst.txt,0.337,0.22,0.226,0.229,0.73
pdf_resume_2265,Data Analyst.txt,0.189,0.19,0.18,0.173,0.768
pdf_resume_2267,Data Analyst.txt,0.5,0.406,0.44,0.436,0.828
pdf_resume_2269,Data Analyst.txt,0.24,0.248,0.286,0.293,0.785
pdf_resume_228,Data Analyst.txt,0.05,0.189,0.156,0.173,0.742
pdf_resume_2281,Data Analyst.txt,0.404,0.297,0.437,0.309,0.789
pdf_resume_2285,Data Analyst.txt,0.357,0.247,0.327,0.434,0.776
pdf_resume_2292,Data Analyst.txt,0.475,0.249,0.396,0.504,0.785
pdf_resume_2300,Data Analyst.txt,0.23,0.371,0.346,0.288,0.767
pdf_resume_2301,Data Analyst.txt,0.278,0.183,0.209,0.314,0.755
pdf_resume_2305,Data Analyst.txt,0.599,0.639,0.628,0.543,0.86
pdf_resume_2307,Data Analyst.txt,0.636,0.642,0.639,0.574,0.854
pdf_resume_2316,Data Analyst.txt,0.449,0.246,0.265,0.468,0.75
pdf_resume_2322,Data Analyst.txt,0.402,0.439,0.446,0.38,0.823
pdf_resume_2324,Data Analyst.txt,0.465,0.397,0.353,0.485,0.809
pdf_resume_2325,Data Analyst.txt,0.125,0.183,0.125,0.183,0.77
pdf_resume_2326,Data Analyst.txt,0.161,0.058,0.103,0.167,0.704
pdf_resume_2328,Data Analyst.txt,0.47,0.49,0.523,0.387,0.794
pdf_resume_2331,Data Analyst.txt,0.282,0.348,0.266,0.258,0.808
pdf_resume_2333,Data Analyst.txt,0.323,0.394,0.433,0.322,0.746
pdf_resume_2336,Data Analyst.txt,0.181,0.213,0.328,0.204,0.801
pdf_resume_2340,Data Analyst.txt,0.333,0.53,0.287,0.503,0.808
pdf_resume_2346,Data Analyst.txt,0.176,0.183,0.241,0.311,0.765
pdf_resume_2353,Data Analyst.txt,0.191,0.224,0.208,0.183,0.771
pdf_resume_2354,Data Analyst.txt,0.45,0.299,0.374,0.471,0.795
pdf_resume_2366,Data Analyst.txt,0.177,0.183,0.209,0.204,0.756
pdf_resume_2367,Data Analyst.txt,0.619,0.504,0.555,0.543,0.829
pdf_resume_2385,Data Analyst.txt,0.384,0.306,0.405,0.339,0.792
pdf_resume_2389,Data Analyst.txt,0.125,0.234,0.125,0.183,0.767
pdf_resume_2394,Data Analyst.txt,0.287,0.175,0.223,0.33,0.766
pdf_resume_2395,Data Analyst.txt,0.333,0.518,0.28,0.364,0.801
pdf_resume_2398,Data Analyst.txt,0.502,0.318,0.466,0.399,0.795
pdf_resume_2405,Data Analyst.txt,0.437,0.385,0.43,0.477,0.85
pdf_resume_241,Data Analyst.txt,0.079,0.058,0.075,0.124,0.681
pdf_resume_242,Data Analyst.txt,0.352,0.193,0.282,0.29,0.775
pdf_resume_2420,Data Analyst.txt,0.232,0.058,0.22,0.312,0.737
pdf_resume_2423,Data Analyst.txt,0.288,0.344,0.34,0.268,0.81
pdf_resume_2437,Data Analyst.txt,0.407,0.259,0.33,0.456,0.755
pdf_resume_2441,Data Analyst.txt,0.069,0.058,0.062,0.122,0.673
pdf_resume_2445,Data Analyst.txt,0.366,0.246,0.356,0.428,0.772
pdf_resume_2447,Data Analyst.txt,0.411,0.435,0.407,0.359,0.827
pdf_resume_2449,Data Analyst.txt,0.559,0.452,0.52,0.509,0.817
pdf_resume_2452,Data Analyst.txt,0.53,0.539,0.528,0.521,0.82
pdf_resume_2453,Data Analyst.txt,0.35,0.431,0.305,0.347,0.829
pdf_resume_2454,Data Analyst.txt,0.112,0.058,0.054,0.176,0.726
pdf_resume_2455,Data Analyst.txt,0.484,0.37,0.51,0.418,0.804
pdf_resume_2462,Data Analyst.txt,0.126,0.213,0.24,0.18,0.79
pdf_resume_2464,Data Analyst.txt,0.417,0.507,0.48,0.466,0.829
pdf_resume_2468,Data Analyst.txt,0.333,0.396,0.362,0.404,0.827
pdf_resume_2469,Data Analyst.txt,0.22,0.16,0.252,0.303,0.749
pdf_resume_247,Data Analyst.txt,0.219,0.207,0.217,0.34,0.701
pdf_resume_2472,Data Analyst.txt,0.362,0.308,0.433,0.343,0.794
pdf_resume_2478,Data Analyst.txt,0.473,0.486,0.346,0.48,0.819
pdf_resume_2490,Data Analyst.txt,0.591,0.502,0.526,0.624,0.872
pdf_resume_2492,Data Analyst.txt,0.289,0.3,0.272,0.293,0.781
pdf_resume_2494,Data Analyst.txt,0.5,0.351,0.44,0.488,0.818
pdf_resume_2499,Data Analyst.txt,0.266,0.291,0.245,0.258,0.783
pdf_resume_2503,Data Analyst.txt,0.183,0.121,0.201,0.196,0.738
pdf_resume_2509,Data Analyst.txt,0.181,0.058,0.209,0.199,0.73
pdf_resume_2511,Data Analyst.txt,0.125,0.183,0.175,0.183,0.783
pdf_resume_2515,Data Analyst.txt,0.533,0.482,0.474,0.466,0.824
pdf_resume_2517,Data Analyst.txt,0.398,0.183,0.314,0.371,0.77
pdf_resume_2518,Data Analyst.txt,0.466,0.322,0.49,0.433,0.856
pdf_resume_2520,Data Analyst.txt,0.299,0.392,0.257,0.298,0.857
pdf_resume_2531,Data Analyst.txt,0.385,0.407,0.414,0.498,0.834
pdf_resume_2536,Data Analyst.txt,0.29,0.248,0.368,0.313,0.8
pdf_resume_2540,Data Analyst.txt,0.0,0.174,0.0,0.114,0.668
pdf_resume_2545,Data Analyst.txt,0.055,0.058,0.054,0.115,0.704
pdf_resume_2547,Data Analyst.txt,0.087,0.164,0.151,0.15,0.759
pdf_resume_255,Data Analyst.txt,0.233,0.358,0.176,0.349,0.785
pdf_resume_2550,Data Analyst.txt,0.346,0.375,0.379,0.375,0.856
pdf_resume_2554,Data Analyst.txt,0.125,0.183,0.125,0.183,0.759
pdf_resume_2560,Data Analyst.txt,0.241,0.343,0.321,0.325,0.79
pdf_resume_2561,Data Analyst.txt,0.179,0.296,0.298,0.357,0.784
pdf_resume_2563,Data Analyst.txt,0.241,0.058,0.225,0.289,0.74
pdf_resume_2564,Data Analyst.txt,0.409,0.183,0.34,0.413,0.776
pdf_resume_2567,Data Analyst.txt,0.175,0.183,0.125,0.238,0.778
pdf_resume_2569,Data Analyst.txt,0.568,0.522,0.573,0.567,0.829
pdf_resume_2570,Data Analyst.txt,0.28,0.259,0.23,0.398,0.796
pdf_resume_2571,Data Analyst.txt,0.255,0.259,0.298,0.229,0.799
pdf_resume_2572,Data Analyst.txt,0.316,0.343,0.289,0.219,0.792
pdf_resume_2578,Data Analyst.txt,0.166,0.193,0.215,0.166,0.769
pdf_resume_2583,Data Analyst.txt,0.119,0.298,0.088,0.144,0.721
pdf_resume_2587,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_2589,Data Analyst.txt,0.45,0.36,0.471,0.418,0.832
pdf_resume_2592,Data Analyst.txt,0.398,0.183,0.186,0.496,0.801
pdf_resume_2593,Data Analyst.txt,0.177,0.183,0.209,0.204,0.774
pdf_resume_2595,Data Analyst.txt,0.393,0.347,0.37,0.332,0.778
pdf_resume_2597,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_2598,Data Analyst.txt,0.317,0.294,0.301,0.347,0.797
pdf_resume_2599,Data Analyst.txt,0.12,0.172,0.051,0.165,0.691
pdf_resume_2600,Data Analyst.txt,0.125,0.183,0.125,0.183,0.731
pdf_resume_2616,Data Analyst.txt,0.446,0.334,0.39,0.508,0.817
pdf_resume_2622,Data Analyst.txt,0.348,0.232,0.373,0.254,0.754
pdf_resume_2623,Data Analyst.txt,0.177,0.183,0.209,0.204,0.756
pdf_resume_2625,Data Analyst.txt,0.302,0.338,0.334,0.467,0.771
pdf_resume_2627,Data Analyst.txt,0.069,0.058,0.062,0.122,0.742
pdf_resume_2637,Data Analyst.txt,0.44,0.308,0.418,0.388,0.744
pdf_resume_2638,Data Analyst.txt,0.294,0.297,0.216,0.217,0.792
pdf_resume_2639,Data Analyst.txt,0.365,0.239,0.305,0.415,0.796
pdf_resume_264,Data Analyst.txt,0.069,0.11,0.062,0.175,0.731
pdf_resume_2642,Data Analyst.txt,0.283,0.183,0.286,0.24,0.782
pdf_resume_2643,Data Analyst.txt,0.0,0.114,0.057,0.058,0.701
pdf_resume_2645,Data Analyst.txt,0.378,0.432,0.499,0.436,0.819
pdf_resume_2646,Data Analyst.txt,0.355,0.429,0.387,0.274,0.826
pdf_resume_2650,Data Analyst.txt,0.113,0.246,0.162,0.263,0.772
pdf_resume_2651,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_2656,Data Analyst.txt,0.177,0.183,0.209,0.204,0.751
pdf_resume_2657,Data Analyst.txt,0.131,0.226,0.275,0.282,0.768
pdf_resume_2658,Data Analyst.txt,0.355,0.45,0.417,0.411,0.827
pdf_resume_266,Data Analyst.txt,0.0,0.058,0.058,0.064,0.714
pdf_resume_2663,Data Analyst.txt,0.242,0.275,0.333,0.254,0.797
pdf_resume_2669,Data Analyst.txt,0.06,0.111,0.06,0.112,0.729
pdf_resume_267,Data Analyst.txt,0.398,0.235,0.315,0.433,0.796
pdf_resume_2670,Data Analyst.txt,0.172,0.058,0.207,0.197,0.729
pdf_resume_2673,Data Analyst.txt,0.0,0.058,0.0,0.058,0.698
pdf_resume_2675,Data Analyst.txt,0.294,0.381,0.231,0.293,0.8
pdf_resume_2678,Data Analyst.txt,0.067,0.184,0.075,0.185,0.657
pdf_resume_2680,Data Analyst.txt,0.122,0.058,0.146,0.142,0.707
pdf_resume_2683,Data Analyst.txt,0.193,0.368,0.121,0.34,0.778
pdf_resume_2687,Data Analyst.txt,0.353,0.392,0.395,0.366,0.825
pdf_resume_2690,Data Analyst.txt,0.261,0.219,0.187,0.352,0.78
pdf_resume_2692,Data Analyst.txt,0.136,0.157,0.17,0.163,0.741
pdf_resume_2695,Data Analyst.txt,0.505,0.545,0.558,0.502,0.871
pdf_resume_2696,Data Analyst.txt,0.163,0.16,0.111,0.174,0.722
pdf_resume_2697,Data Analyst.txt,0.303,0.121,0.245,0.194,0.712
pdf_resume_2701,Data Analyst.txt,0.399,0.291,0.339,0.507,0.792
pdf_resume_2702,Data Analyst.txt,0.503,0.509,0.489,0.513,0.795
pdf_resume_2704,Data Analyst.txt,0.238,0.246,0.315,0.254,0.779
pdf_resume_2705,Data Analyst.txt,0.182,0.058,0.075,0.233,0.704
pdf_resume_2706,Data Analyst.txt,0.122,0.058,0.146,0.142,0.707
pdf_resume_2707,Data Analyst.txt,0.177,0.183,0.125,0.183,0.766
pdf_resume_2709,Data Analyst.txt,0.5,0.466,0.502,0.436,0.836
pdf_resume_2713,Data Analyst.txt,0.121,0.058,0.144,0.141,0.71
pdf_resume_2716,Data Analyst.txt,0.338,0.388,0.259,0.425,0.801
pdf_resume_272,Data Analyst.txt,0.515,0.562,0.574,0.439,0.846
pdf_resume_2722,Data Analyst.txt,0.0,0.058,0.0,0.058,0.703
pdf_resume_2723,Data Analyst.txt,0.342,0.058,0.251,0.309,0.751
pdf_resume_2727,Data Analyst.txt,0.175,0.183,0.125,0.302,0.753
pdf_resume_2728,Data Analyst.txt,0.288,0.448,0.311,0.41,0.843
pdf_resume_2730,Data Analyst.txt,0.247,0.348,0.24,0.298,0.778
pdf_resume_2731,Data Analyst.txt,0.242,0.373,0.324,0.386,0.796
pdf_resume_2733,Data Analyst.txt,0.302,0.38,0.419,0.31,0.808
pdf_resume_2734,Data Analyst.txt,0.193,0.175,0.183,0.356,0.754
pdf_resume_2739,Data Analyst.txt,0.303,0.404,0.319,0.308,0.803
pdf_resume_2741,Data Analyst.txt,0.125,0.295,0.125,0.294,0.765
pdf_resume_2744,Data Analyst.txt,0.177,0.183,0.259,0.257,0.771
pdf_resume_2747,Data Analyst.txt,0.264,0.285,0.205,0.291,0.76
pdf_resume_2756,Data Analyst.txt,0.295,0.242,0.353,0.34,0.772
pdf_resume_2759,Data Analyst.txt,0.38,0.333,0.349,0.379,0.785
pdf_resume_2767,Data Analyst.txt,0.356,0.322,0.406,0.351,0.848
pdf_resume_277,Data Analyst.txt,0.284,0.204,0.27,0.322,0.77
pdf_resume_2770,Data Analyst.txt,0.337,0.22,0.226,0.229,0.73
pdf_resume_2780,Data Analyst.txt,0.125,0.183,0.125,0.236,0.758
pdf_resume_2782,Data Analyst.txt,0.217,0.344,0.226,0.319,0.752
pdf_resume_279,Data Analyst.txt,0.398,0.296,0.425,0.423,0.847
pdf_resume_2790,Data Analyst.txt,0.242,0.307,0.196,0.142,0.731
pdf_resume_2796,Data Analyst.txt,0.401,0.181,0.336,0.31,0.75
pdf_resume_2800,Data Analyst.txt,0.183,0.197,0.182,0.122,0.754
pdf_resume_2812,Data Analyst.txt,0.288,0.246,0.264,0.309,0.769
pdf_resume_2814,Data Analyst.txt,0.129,0.058,0.075,0.179,0.69
pdf_resume_2817,Data Analyst.txt,0.069,0.058,0.062,0.122,0.69
pdf_resume_2819,Data Analyst.txt,0.47,0.45,0.428,0.531,0.821
pdf_resume_2823,Data Analyst.txt,0.346,0.183,0.302,0.351,0.749
pdf_resume_2824,Data Analyst.txt,0.193,0.3,0.181,0.299,0.732
pdf_resume_2828,Data Analyst.txt,0.125,0.183,0.186,0.183,0.775
pdf_resume_283,Data Analyst.txt,0.079,0.058,0.126,0.124,0.7
pdf_resume_2830,Data Analyst.txt,0.125,0.183,0.125,0.183,0.729
pdf_resume_2831,Data Analyst.txt,0.441,0.403,0.519,0.403,0.789
pdf_resume_2837,Data Analyst.txt,0.356,0.32,0.338,0.394,0.78
pdf_resume_2838,Data Analyst.txt,0.175,0.183,0.125,0.238,0.76
pdf_resume_2840,Data Analyst.txt,0.377,0.531,0.503,0.498,0.822
pdf_resume_2841,Data Analyst.txt,0.299,0.373,0.3,0.464,0.842
pdf_resume_285,Data Analyst.txt,0.454,0.462,0.439,0.513,0.862
pdf_resume_2852,Data Analyst.txt,0.45,0.299,0.374,0.471,0.795
pdf_resume_2856,Data Analyst.txt,0.119,0.058,0.06,0.175,0.702
pdf_resume_2858,Data Analyst.txt,0.062,0.058,0.067,0.112,0.696
pdf_resume_2861,Data Analyst.txt,0.239,0.183,0.34,0.204,0.766
pdf_resume_2865,Data Analyst.txt,0.193,0.239,0.196,0.208,0.755
pdf_resume_2867,Data Analyst.txt,0.507,0.246,0.499,0.437,0.791
pdf_resume_2870,Data Analyst.txt,0.503,0.447,0.524,0.476,0.785
pdf_resume_2872,Data Analyst.txt,0.186,0.246,0.231,0.234,0.81
pdf_resume_2886,Data Analyst.txt,0.176,0.183,0.241,0.311,0.765
pdf_resume_2888,Data Analyst.txt,0.299,0.361,0.296,0.241,0.797
pdf_resume_2889,Data Analyst.txt,0.0,0.174,0.0,0.114,0.693
pdf_resume_289,Data Analyst.txt,0.488,0.562,0.492,0.493,0.839
pdf_resume_2891,Data Analyst.txt,0.05,0.058,0.0,0.113,0.687
pdf_resume_2896,Data Analyst.txt,0.297,0.245,0.261,0.315,0.766
pdf_resume_2898,Data Analyst.txt,0.175,0.183,0.125,0.238,0.775
pdf_resume_2899,Data Analyst.txt,0.463,0.344,0.49,0.448,0.771
pdf_resume_29,Data Analyst.txt,0.063,0.233,0.103,0.118,0.725
pdf_resume_2903,Data Analyst.txt,0.051,0.058,0.0,0.169,0.695
pdf_resume_2904,Data Analyst.txt,0.051,0.058,0.0,0.169,0.695
pdf_resume_291,Data Analyst.txt,0.519,0.573,0.51,0.529,0.821
pdf_resume_2916,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_2919,Data Analyst.txt,0.509,0.436,0.507,0.489,0.855
pdf_resume_2921,Data Analyst.txt,0.562,0.507,0.53,0.517,0.854
pdf_resume_2926,Data Analyst.txt,0.217,0.269,0.238,0.279,0.757
pdf_resume_2927,Data Analyst.txt,0.347,0.273,0.331,0.43,0.801
pdf_resume_2930,Data Analyst.txt,0.503,0.591,0.5,0.513,0.842
pdf_resume_2935,Data Analyst.txt,0.177,0.183,0.209,0.204,0.762
pdf_resume_2937,Data Analyst.txt,0.507,0.392,0.442,0.437,0.787
pdf_resume_2945,Data Analyst.txt,0.487,0.498,0.44,0.56,0.844
pdf_resume_2946,Data Analyst.txt,0.236,0.246,0.18,0.288,0.78
pdf_resume_2950,Data Analyst.txt,0.069,0.114,0.06,0.12,0.725
pdf_resume_2953,Data Analyst.txt,0.352,0.38,0.376,0.309,0.838
pdf_resume_2966,Data Analyst.txt,0.45,0.375,0.415,0.464,0.848
pdf_resume_2967,Data Analyst.txt,0.357,0.322,0.409,0.296,0.824
pdf_resume_2969,Data Analyst.txt,0.206,0.166,0.187,0.24,0.762
pdf_resume_297,Data Analyst.txt,0.471,0.565,0.499,0.418,0.842
pdf_resume_2972,Data Analyst.txt,0.375,0.284,0.271,0.319,0.799
pdf_resume_2973,Data Analyst.txt,0.407,0.471,0.513,0.468,0.837
pdf_resume_2975,Data Analyst.txt,0.373,0.114,0.339,0.377,0.75
pdf_resume_2978,Data Analyst.txt,0.458,0.386,0.455,0.534,0.817
pdf_resume_298,Data Analyst.txt,0.069,0.058,0.06,0.12,0.724
pdf_resume_2981,Data Analyst.txt,0.24,0.322,0.243,0.241,0.842
pdf_resume_2983,Data Analyst.txt,0.125,0.299,0.125,0.239,0.779
pdf_resume_2985,Data Analyst.txt,0.361,0.288,0.377,0.375,0.749
pdf_resume_2987,Data Analyst.txt,0.125,0.183,0.125,0.183,0.76
pdf_resume_2988,Data Analyst.txt,0.281,0.183,0.209,0.362,0.776
pdf_resume_2989,Data Analyst.txt,0.312,0.356,0.327,0.384,0.75
pdf_resume_299,Data Analyst.txt,0.238,0.31,0.282,0.299,0.79
pdf_resume_2990,Data Analyst.txt,0.206,0.166,0.187,0.24,0.768
pdf_resume_2994,Data Analyst.txt,0.398,0.183,0.314,0.371,0.74
pdf_resume_2996,Data Analyst.txt,0.29,0.253,0.329,0.367,0.798
pdf_resume_2997,Data Analyst.txt,0.225,0.238,0.217,0.294,0.746
pdf_resume_3005,Data Analyst.txt,0.304,0.202,0.352,0.345,0.772
pdf_resume_3006,Data Analyst.txt,0.086,0.157,0.158,0.203,0.732
pdf_resume_3007,Data Analyst.txt,0.345,0.2,0.283,0.345,0.771
pdf_resume_3011,Data Analyst.txt,0.29,0.191,0.335,0.193,0.772
pdf_resume_3016,Data Analyst.txt,0.206,0.131,0.252,0.246,0.74
pdf_resume_3021,Data Analyst.txt,0.183,0.246,0.222,0.175,0.772
pdf_resume_3024,Data Analyst.txt,0.328,0.364,0.311,0.325,0.756
pdf_resume_3025,Data Analyst.txt,0.466,0.322,0.49,0.433,0.856
pdf_resume_3032,Data Analyst.txt,0.357,0.121,0.187,0.309,0.71
pdf_resume_31,Data Analyst.txt,0.627,0.555,0.656,0.64,0.873
pdf_resume_310,Data Analyst.txt,0.247,0.116,0.213,0.207,0.714
pdf_resume_312,Data Analyst.txt,0.24,0.419,0.199,0.381,0.767
pdf_resume_313,Data Analyst.txt,0.517,0.574,0.58,0.553,0.86
pdf_resume_315,Data Analyst.txt,0.369,0.239,0.39,0.381,0.8
pdf_resume_317,Data Analyst.txt,0.125,0.183,0.226,0.237,0.779
pdf_resume_319,Data Analyst.txt,0.184,0.201,0.192,0.228,0.796
pdf_resume_325,Data Analyst.txt,0.34,0.177,0.394,0.445,0.73
pdf_resume_329,Data Analyst.txt,0.179,0.234,0.177,0.356,0.825
pdf_resume_332,Data Analyst.txt,0.078,0.176,0.21,0.121,0.751
pdf_resume_334,Data Analyst.txt,0.346,0.235,0.331,0.403,0.786
pdf_resume_338,Data Analyst.txt,0.179,0.298,0.176,0.241,0.763
pdf_resume_342,Data Analyst.txt,0.176,0.183,0.241,0.248,0.757
pdf_resume_343,Data Analyst.txt,0.421,0.428,0.477,0.481,0.859
pdf_resume_345,Data Analyst.txt,0.183,0.371,0.177,0.353,0.773
pdf_resume_349,Data Analyst.txt,0.203,0.348,0.258,0.33,0.777
pdf_resume_350,Data Analyst.txt,0.415,0.435,0.353,0.421,0.831
pdf_resume_351,Data Analyst.txt,0.29,0.253,0.225,0.296,0.769
pdf_resume_356,Data Analyst.txt,0.11,0.198,0.246,0.181,0.719
pdf_resume_358,Data Analyst.txt,0.0,0.117,0.123,0.171,0.686
pdf_resume_359,Data Analyst.txt,0.336,0.413,0.383,0.253,0.788
pdf_resume_36,Data Analyst.txt,0.364,0.212,0.28,0.336,0.73
pdf_resume_361,Data Analyst.txt,0.306,0.305,0.361,0.339,0.792
pdf_resume_363,Data Analyst.txt,0.186,0.284,0.185,0.248,0.747
pdf_resume_367,Data Analyst.txt,0.371,0.226,0.354,0.343,0.785
pdf_resume_369,Data Analyst.txt,0.079,0.058,0.075,0.124,0.681
pdf_resume_374,Data Analyst.txt,0.317,0.239,0.305,0.361,0.795
pdf_resume_375,Data Analyst.txt,0.472,0.462,0.501,0.55,0.803
pdf_resume_382,Data Analyst.txt,0.104,0.166,0.102,0.165,0.737
pdf_resume_383,Data Analyst.txt,0.355,0.376,0.427,0.436,0.759
pdf_resume_385,Data Analyst.txt,0.127,0.058,0.133,0.112,0.678
pdf_resume_386,Data Analyst.txt,0.241,0.31,0.198,0.403,0.756
pdf_resume_387,Data Analyst.txt,0.409,0.532,0.377,0.478,0.835
pdf_resume_393,Data Analyst.txt,0.105,0.11,0.056,0.164,0.733
pdf_resume_397,Data Analyst.txt,0.3,0.524,0.424,0.431,0.826
pdf_resume_398,Data Analyst.txt,0.058,0.164,0.0,0.238,0.7
pdf_resume_411,Data Analyst.txt,0.205,0.227,0.231,0.217,0.781
pdf_resume_412,Data Analyst.txt,0.125,0.183,0.177,0.183,0.769
pdf_resume_413,Data Analyst.txt,0.504,0.46,0.461,0.517,0.792
pdf_resume_417,Data Analyst.txt,0.454,0.325,0.383,0.414,0.814
pdf_resume_421,Data Analyst.txt,0.612,0.678,0.639,0.639,0.868
pdf_resume_424,Data Analyst.txt,0.0,0.058,0.05,0.058,0.689
pdf_resume_425,Data Analyst.txt,0.365,0.408,0.386,0.381,0.814
pdf_resume_429,Data Analyst.txt,0.069,0.058,0.112,0.122,0.723
pdf_resume_430,Data Analyst.txt,0.058,0.113,0.056,0.058,0.662
pdf_resume_433,Data Analyst.txt,0.359,0.346,0.368,0.425,0.806
pdf_resume_434,Data Analyst.txt,0.333,0.518,0.28,0.42,0.801
pdf_resume_441,Data Analyst.txt,0.122,0.058,0.146,0.142,0.703
pdf_resume_442,Data Analyst.txt,0.691,0.552,0.676,0.617,0.874
pdf_resume_443,Data Analyst.txt,0.478,0.458,0.502,0.457,0.798
pdf_resume_444,Data Analyst.txt,0.266,0.316,0.307,0.278,0.815
pdf_resume_451,Data Analyst.txt,0.177,0.289,0.263,0.204,0.772
pdf_resume_455,Data Analyst.txt,0.352,0.25,0.303,0.305,0.768
pdf_resume_459,Data Analyst.txt,0.236,0.206,0.249,0.177,0.77
pdf_resume_462,Data Analyst.txt,0.136,0.277,0.315,0.235,0.752
pdf_resume_465,Data Analyst.txt,0.069,0.058,0.06,0.12,0.701
pdf_resume_470,Data Analyst.txt,0.295,0.323,0.406,0.463,0.738
pdf_resume_471,Data Analyst.txt,0.24,0.322,0.243,0.302,0.842
pdf_resume_472,Data Analyst.txt,0.292,0.322,0.327,0.311,0.847
pdf_resume_473,Data Analyst.txt,0.235,0.193,0.257,0.195,0.77
pdf_resume_475,Data Analyst.txt,0.246,0.352,0.144,0.316,0.749
pdf_resume_48,Data Analyst.txt,0.617,0.641,0.619,0.592,0.862
pdf_resume_481,Data Analyst.txt,0.412,0.342,0.366,0.401,0.804
pdf_resume_487,Data Analyst.txt,0.293,0.242,0.333,0.234,0.752
