resume_id,job_id,all-mpnet-base-v2_score,paraphrase-MiniLM-L6-v2_score,all-MiniLM-L12-v1_score,all-roberta-large-v1_score,bert_base_nli_mean_tokens_score
pdf_resume_1341,Data Analyst.txt,0.187,0.315,0.245,0.369,0.766
pdf_resume_1380,Data Analyst.txt,0.301,0.256,0.459,0.441,0.789
pdf_resume_1395,Data Analyst.txt,0.053,0.118,0.06,0.11,0.725
pdf_resume_1397,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_1398,Data Analyst.txt,0.227,0.343,0.131,0.175,0.702
pdf_resume_1401,Data Analyst.txt,0.055,0.058,0.114,0.058,0.683
pdf_resume_1403,Data Analyst.txt,0.056,0.058,0.068,0.117,0.661
pdf_resume_1414,Data Analyst.txt,0.122,0.058,0.146,0.245,0.683
pdf_resume_1419,Data Analyst.txt,0.125,0.183,0.231,0.242,0.787
pdf_resume_1430,Data Analyst.txt,0.095,0.172,0.172,0.157,0.717
pdf_resume_1510,Data Analyst.txt,0.381,0.389,0.488,0.444,0.801
pdf_resume_1513,Data Analyst.txt,0.227,0.183,0.295,0.433,0.761
pdf_resume_1529,Data Analyst.txt,0.574,0.599,0.566,0.443,0.84
pdf_resume_1534,Data Analyst.txt,0.069,0.128,0.082,0.135,0.712
pdf_resume_1540,Data Analyst.txt,0.059,0.173,0.051,0.115,0.705
pdf_resume_1550,Data Analyst.txt,0.283,0.347,0.301,0.405,0.812
pdf_resume_1558,Data Analyst.txt,0.078,0.177,0.17,0.143,0.746
pdf_resume_1577,Data Analyst.txt,0.299,0.166,0.296,0.285,0.715
pdf_resume_159,Data Analyst.txt,0.349,0.428,0.403,0.355,0.86
pdf_resume_16,Data Analyst.txt,0.522,0.562,0.569,0.502,0.847
pdf_resume_1604,Data Analyst.txt,0.125,0.183,0.176,0.183,0.747
pdf_resume_1605,Data Analyst.txt,0.171,0.229,0.19,0.305,0.721
pdf_resume_1610,Data Analyst.txt,0.125,0.183,0.125,0.183,0.734
pdf_resume_1611,Data Analyst.txt,0.223,0.252,0.189,0.239,0.748
pdf_resume_1615,Data Analyst.txt,0.125,0.183,0.125,0.183,0.727
pdf_resume_1626,Data Analyst.txt,0.0,0.058,0.0,0.119,0.688
pdf_resume_1635,Data Analyst.txt,0.314,0.183,0.292,0.342,0.772
pdf_resume_1648,Data Analyst.txt,0.068,0.122,0.073,0.121,0.669
pdf_resume_1668,Data Analyst.txt,0.051,0.058,0.0,0.112,0.657
pdf_resume_1673,Data Analyst.txt,0.0,0.058,0.0,0.112,0.658
pdf_resume_1676,Data Analyst.txt,0.052,0.112,0.051,0.116,0.662
pdf_resume_1677,Data Analyst.txt,0.125,0.183,0.125,0.183,0.746
pdf_resume_1688,Data Analyst.txt,0.42,0.308,0.351,0.389,0.75
pdf_resume_1696,Data Analyst.txt,0.452,0.51,0.448,0.463,0.806
pdf_resume_17,Data Analyst.txt,0.516,0.573,0.587,0.444,0.847
pdf_resume_1701,Data Analyst.txt,0.305,0.303,0.318,0.416,0.755
pdf_resume_1729,Data Analyst.txt,0.52,0.569,0.553,0.613,0.854
pdf_resume_1751,Data Analyst.txt,0.426,0.234,0.45,0.333,0.801
pdf_resume_1788,Data Analyst.txt,0.312,0.348,0.334,0.377,0.826
pdf_resume_1798,Data Analyst.txt,0.087,0.298,0.28,0.158,0.742
pdf_resume_18,Data Analyst.txt,0.518,0.56,0.574,0.44,0.842
pdf_resume_1808,Data Analyst.txt,0.243,0.248,0.198,0.304,0.775
pdf_resume_1810,Data Analyst.txt,0.503,0.43,0.475,0.517,0.793
pdf_resume_1813,Data Analyst.txt,0.239,0.348,0.341,0.41,0.801
pdf_resume_1853,Data Analyst.txt,0.347,0.426,0.375,0.43,0.764
pdf_resume_1859,Data Analyst.txt,0.143,0.219,0.157,0.162,0.794
pdf_resume_1860,Data Analyst.txt,0.125,0.183,0.176,0.183,0.747
pdf_resume_1866,Data Analyst.txt,0.342,0.47,0.412,0.413,0.812
pdf_resume_1884,Data Analyst.txt,0.654,0.684,0.669,0.65,0.873
pdf_resume_1886,Data Analyst.txt,0.284,0.348,0.379,0.254,0.794
pdf_resume_1890,Data Analyst.txt,0.214,0.336,0.268,0.331,0.757
pdf_resume_1905,Data Analyst.txt,0.235,0.328,0.294,0.257,0.797
pdf_resume_191,Data Analyst.txt,0.069,0.058,0.114,0.122,0.717
pdf_resume_1916,Data Analyst.txt,0.507,0.277,0.451,0.519,0.764
pdf_resume_203,Data Analyst.txt,0.125,0.183,0.125,0.183,0.743
pdf_resume_2051,Data Analyst.txt,0.343,0.221,0.357,0.351,0.756
pdf_resume_2085,Data Analyst.txt,0.398,0.356,0.411,0.398,0.794
pdf_resume_21,Data Analyst.txt,0.518,0.56,0.574,0.438,0.846
pdf_resume_2114,Data Analyst.txt,0.194,0.125,0.187,0.188,0.704
pdf_resume_2120,Data Analyst.txt,0.353,0.288,0.299,0.405,0.739
pdf_resume_2147,Data Analyst.txt,0.131,0.058,0.211,0.197,0.71
pdf_resume_220,Data Analyst.txt,0.079,0.058,0.075,0.124,0.693
pdf_resume_2216,Data Analyst.txt,0.23,0.348,0.181,0.237,0.797
pdf_resume_2227,Data Analyst.txt,0.237,0.058,0.168,0.185,0.713
pdf_resume_2240,Data Analyst.txt,0.23,0.355,0.287,0.408,0.802
pdf_resume_2278,Data Analyst.txt,0.302,0.248,0.342,0.352,0.787
pdf_resume_2308,Data Analyst.txt,0.123,0.058,0.117,0.171,0.704
pdf_resume_232,Data Analyst.txt,0.465,0.56,0.49,0.418,0.841
pdf_resume_2360,Data Analyst.txt,0.23,0.297,0.287,0.357,0.802
pdf_resume_2375,Data Analyst.txt,0.134,0.058,0.238,0.234,0.707
pdf_resume_2387,Data Analyst.txt,0.056,0.058,0.068,0.117,0.661
pdf_resume_240,Data Analyst.txt,0.07,0.121,0.078,0.122,0.725
pdf_resume_2400,Data Analyst.txt,0.284,0.348,0.379,0.254,0.794
pdf_resume_2407,Data Analyst.txt,0.115,0.109,0.11,0.118,0.67
pdf_resume_2427,Data Analyst.txt,0.069,0.058,0.06,0.12,0.706
pdf_resume_2465,Data Analyst.txt,0.407,0.246,0.286,0.401,0.762
pdf_resume_2475,Data Analyst.txt,0.056,0.171,0.053,0.165,0.723
pdf_resume_25,Data Analyst.txt,0.143,0.164,0.153,0.15,0.77
pdf_resume_2579,Data Analyst.txt,0.227,0.183,0.209,0.258,0.754
pdf_resume_2609,Data Analyst.txt,0.179,0.298,0.125,0.241,0.763
pdf_resume_2693,Data Analyst.txt,0.362,0.202,0.352,0.405,0.772
pdf_resume_2752,Data Analyst.txt,0.179,0.298,0.125,0.293,0.763
pdf_resume_2791,Data Analyst.txt,0.294,0.381,0.319,0.3,0.843
pdf_resume_281,Data Analyst.txt,0.548,0.329,0.58,0.453,0.766
pdf_resume_2813,Data Analyst.txt,0.065,0.164,0.128,0.182,0.709
pdf_resume_2820,Data Analyst.txt,0.414,0.373,0.468,0.382,0.818
pdf_resume_2825,Data Analyst.txt,0.248,0.321,0.262,0.319,0.761
pdf_resume_2873,Data Analyst.txt,0.108,0.184,0.115,0.111,0.672
pdf_resume_2879,Data Analyst.txt,0.0,0.058,0.0,0.16,0.657
pdf_resume_2956,Data Analyst.txt,0.438,0.513,0.509,0.577,0.845
pdf_resume_2960,Data Analyst.txt,0.175,0.183,0.125,0.238,0.748
pdf_resume_3000,Data Analyst.txt,0.185,0.234,0.125,0.235,0.744
pdf_resume_311,Data Analyst.txt,0.131,0.23,0.227,0.2,0.737
pdf_resume_353,Data Analyst.txt,0.309,0.31,0.3,0.303,0.81
pdf_resume_360,Data Analyst.txt,0.594,0.627,0.615,0.499,0.858
pdf_resume_408,Data Analyst.txt,0.481,0.342,0.427,0.487,0.802
pdf_resume_419,Data Analyst.txt,0.23,0.353,0.181,0.237,0.797
pdf_resume_468,Data Analyst.txt,0.228,0.183,0.328,0.482,0.785
pdf_resume_486,Data Analyst.txt,0.236,0.193,0.333,0.233,0.779
pdf_resume_514,Data Analyst.txt,0.146,0.193,0.081,0.196,0.756
pdf_resume_536,Data Analyst.txt,0.534,0.579,0.591,0.529,0.86
pdf_resume_543,Data Analyst.txt,0.404,0.48,0.378,0.419,0.816
pdf_resume_557,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_569,Data Analyst.txt,0.201,0.297,0.25,0.307,0.727
pdf_resume_606,Data Analyst.txt,0.108,0.23,0.124,0.058,0.711
pdf_resume_607,Data Analyst.txt,0.116,0.121,0.12,0.058,0.673
pdf_resume_608,Data Analyst.txt,0.054,0.058,0.067,0.108,0.665
pdf_resume_609,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_610,Data Analyst.txt,0.053,0.214,0.118,0.058,0.661
pdf_resume_613,Data Analyst.txt,0.073,0.124,0.069,0.13,0.671
pdf_resume_614,Data Analyst.txt,0.067,0.137,0.066,0.058,0.665
pdf_resume_616,Data Analyst.txt,0.0,0.11,0.0,0.058,0.657
pdf_resume_617,Data Analyst.txt,0.0,0.058,0.0,0.058,0.66
pdf_resume_621,Data Analyst.txt,0.059,0.127,0.063,0.058,0.677
pdf_resume_633,Data Analyst.txt,0.186,0.284,0.185,0.248,0.753
pdf_resume_645,Data Analyst.txt,0.124,0.159,0.166,0.203,0.721
pdf_resume_65,Data Analyst.txt,0.235,0.233,0.329,0.315,0.753
pdf_resume_697,Data Analyst.txt,0.339,0.273,0.258,0.429,0.771
pdf_resume_703,Data Analyst.txt,0.355,0.448,0.45,0.431,0.833
pdf_resume_72,Data Analyst.txt,0.353,0.058,0.285,0.403,0.728
pdf_resume_738,Data Analyst.txt,0.209,0.221,0.209,0.204,0.756
pdf_resume_748,Data Analyst.txt,0.261,0.114,0.242,0.299,0.744
pdf_resume_784,Data Analyst.txt,0.298,0.363,0.322,0.27,0.79
pdf_resume_785,Data Analyst.txt,0.543,0.605,0.597,0.522,0.847
pdf_resume_796,Data Analyst.txt,0.287,0.3,0.319,0.382,0.771
pdf_resume_799,Data Analyst.txt,0.3,0.374,0.25,0.411,0.807
pdf_resume_803,Data Analyst.txt,0.23,0.348,0.181,0.238,0.797
pdf_resume_818,Data Analyst.txt,0.293,0.377,0.233,0.346,0.838
pdf_resume_833,Data Analyst.txt,0.122,0.058,0.146,0.142,0.706
pdf_resume_864,Data Analyst.txt,0.179,0.427,0.417,0.355,0.816
pdf_resume_871,Data Analyst.txt,0.151,0.214,0.187,0.235,0.748
pdf_resume_878,Data Analyst.txt,0.23,0.355,0.287,0.408,0.802
pdf_resume_879,Data Analyst.txt,0.43,0.558,0.371,0.416,0.83
pdf_resume_884,Data Analyst.txt,0.296,0.412,0.457,0.376,0.818
pdf_resume_894,Data Analyst.txt,0.125,0.183,0.125,0.183,0.759
pdf_resume_918,Data Analyst.txt,0.0,0.167,0.0,0.058,0.715
pdf_resume_946,Data Analyst.txt,0.283,0.468,0.249,0.287,0.831
pdf_resume_955,Data Analyst.txt,0.376,0.385,0.375,0.362,0.854
pdf_resume_965,Data Analyst.txt,0.129,0.058,0.075,0.179,0.704
pdf_resume_985,Data Analyst.txt,0.281,0.296,0.457,0.354,0.745
pdf_resume_986,Data Analyst.txt,0.339,0.273,0.258,0.429,0.771
pdf_resume_987,Data Analyst.txt,0.284,0.148,0.27,0.322,0.758
pdf_resume_1006,Data Analyst.txt,0.175,0.183,0.125,0.238,0.748
pdf_resume_1010,Data Analyst.txt,0.456,0.393,0.583,0.431,0.852
pdf_resume_102,Data Analyst.txt,0.251,0.21,0.102,0.336,0.738
pdf_resume_1022,Data Analyst.txt,0.284,0.146,0.274,0.334,0.764
pdf_resume_1032,Data Analyst.txt,0.56,0.612,0.597,0.544,0.855
pdf_resume_1034,Data Analyst.txt,0.509,0.58,0.53,0.553,0.85
pdf_resume_1035,Data Analyst.txt,0.466,0.569,0.498,0.496,0.844
pdf_resume_1042,Data Analyst.txt,0.429,0.362,0.34,0.321,0.791
pdf_resume_1046,Data Analyst.txt,0.226,0.314,0.233,0.339,0.813
pdf_resume_1050,Data Analyst.txt,0.31,0.321,0.447,0.296,0.794
pdf_resume_1052,Data Analyst.txt,0.188,0.176,0.224,0.234,0.727
pdf_resume_1060,Data Analyst.txt,0.069,0.059,0.14,0.136,0.709
pdf_resume_1061,Data Analyst.txt,0.367,0.239,0.305,0.416,0.795
pdf_resume_1068,Data Analyst.txt,0.412,0.429,0.457,0.481,0.855
pdf_resume_1069,Data Analyst.txt,0.536,0.493,0.535,0.597,0.816
pdf_resume_107,Data Analyst.txt,0.207,0.354,0.254,0.272,0.74
pdf_resume_1072,Data Analyst.txt,0.353,0.25,0.316,0.416,0.794
pdf_resume_1074,Data Analyst.txt,0.175,0.183,0.125,0.238,0.77
pdf_resume_1082,Data Analyst.txt,0.061,0.058,0.055,0.113,0.668
pdf_resume_1089,Data Analyst.txt,0.269,0.121,0.208,0.208,0.715
pdf_resume_109,Data Analyst.txt,0.292,0.178,0.364,0.256,0.746
pdf_resume_1093,Data Analyst.txt,0.288,0.369,0.264,0.309,0.776
pdf_resume_1099,Data Analyst.txt,0.422,0.495,0.371,0.472,0.806
pdf_resume_11,Data Analyst.txt,0.513,0.56,0.578,0.493,0.851
pdf_resume_110,Data Analyst.txt,0.184,0.164,0.267,0.145,0.72
pdf_resume_1100,Data Analyst.txt,0.301,0.384,0.298,0.286,0.846
pdf_resume_1101,Data Analyst.txt,0.448,0.448,0.468,0.523,0.781
pdf_resume_1102,Data Analyst.txt,0.247,0.415,0.349,0.304,0.783
pdf_resume_1108,Data Analyst.txt,0.243,0.29,0.326,0.429,0.783
pdf_resume_1111,Data Analyst.txt,0.336,0.121,0.325,0.319,0.738
pdf_resume_1113,Data Analyst.txt,0.492,0.25,0.539,0.616,0.842
pdf_resume_1119,Data Analyst.txt,0.186,0.284,0.241,0.248,0.743
pdf_resume_1121,Data Analyst.txt,0.702,0.617,0.687,0.716,0.832
pdf_resume_1129,Data Analyst.txt,0.39,0.36,0.333,0.424,0.834
pdf_resume_113,Data Analyst.txt,0.69,0.61,0.723,0.703,0.885
pdf_resume_1135,Data Analyst.txt,0.548,0.553,0.476,0.488,0.835
pdf_resume_1147,Data Analyst.txt,0.297,0.266,0.329,0.365,0.796
pdf_resume_1149,Data Analyst.txt,0.12,0.058,0.062,0.178,0.689
pdf_resume_1151,Data Analyst.txt,0.353,0.384,0.382,0.254,0.851
pdf_resume_1161,Data Analyst.txt,0.352,0.313,0.341,0.307,0.711
pdf_resume_1168,Data Analyst.txt,0.088,0.146,0.13,0.147,0.704
pdf_resume_1180,Data Analyst.txt,0.226,0.259,0.287,0.216,0.788
pdf_resume_1184,Data Analyst.txt,0.44,0.447,0.47,0.506,0.856
pdf_resume_1185,Data Analyst.txt,0.47,0.402,0.499,0.552,0.826
pdf_resume_1187,Data Analyst.txt,0.479,0.573,0.505,0.539,0.843
pdf_resume_1190,Data Analyst.txt,0.091,0.158,0.103,0.155,0.747
pdf_resume_1196,Data Analyst.txt,0.238,0.318,0.237,0.236,0.825
pdf_resume_12,Data Analyst.txt,0.471,0.568,0.5,0.473,0.837
pdf_resume_1209,Data Analyst.txt,0.063,0.233,0.053,0.118,0.722
pdf_resume_122,Data Analyst.txt,0.122,0.058,0.146,0.142,0.705
pdf_resume_1221,Data Analyst.txt,0.26,0.259,0.25,0.242,0.795
pdf_resume_1223,Data Analyst.txt,0.398,0.36,0.448,0.454,0.829
pdf_resume_1228,Data Analyst.txt,0.291,0.348,0.295,0.234,0.789
pdf_resume_1230,Data Analyst.txt,0.177,0.183,0.209,0.204,0.74
pdf_resume_1233,Data Analyst.txt,0.282,0.348,0.266,0.257,0.802
pdf_resume_1239,Data Analyst.txt,0.433,0.528,0.376,0.522,0.829
pdf_resume_1240,Data Analyst.txt,0.302,0.38,0.419,0.31,0.808
pdf_resume_1241,Data Analyst.txt,0.177,0.058,0.133,0.285,0.691
pdf_resume_1244,Data Analyst.txt,0.29,0.193,0.275,0.314,0.729
pdf_resume_126,Data Analyst.txt,0.129,0.058,0.125,0.179,0.729
pdf_resume_1269,Data Analyst.txt,0.558,0.61,0.533,0.64,0.873
pdf_resume_1270,Data Analyst.txt,0.0,0.058,0.0,0.058,0.687
pdf_resume_1277,Data Analyst.txt,0.191,0.298,0.114,0.122,0.738
pdf_resume_1280,Data Analyst.txt,0.702,0.57,0.682,0.627,0.861
pdf_resume_1284,Data Analyst.txt,0.48,0.469,0.419,0.532,0.805
pdf_resume_1289,Data Analyst.txt,0.247,0.271,0.295,0.269,0.771
pdf_resume_1297,Data Analyst.txt,0.241,0.31,0.198,0.403,0.756
pdf_resume_13,Data Analyst.txt,0.551,0.569,0.582,0.527,0.849
pdf_resume_1306,Data Analyst.txt,0.425,0.442,0.434,0.416,0.79
pdf_resume_1309,Data Analyst.txt,0.314,0.314,0.363,0.355,0.759
pdf_resume_1311,Data Analyst.txt,0.402,0.476,0.462,0.435,0.82
pdf_resume_1313,Data Analyst.txt,0.289,0.418,0.308,0.427,0.809
pdf_resume_1320,Data Analyst.txt,0.597,0.637,0.63,0.539,0.857
pdf_resume_1323,Data Analyst.txt,0.176,0.117,0.141,0.292,0.696
pdf_resume_1327,Data Analyst.txt,0.245,0.277,0.182,0.197,0.724
pdf_resume_1333,Data Analyst.txt,0.353,0.407,0.301,0.464,0.809
pdf_resume_1335,Data Analyst.txt,0.408,0.357,0.432,0.374,0.807
pdf_resume_1337,Data Analyst.txt,0.177,0.183,0.209,0.204,0.777
pdf_resume_1339,Data Analyst.txt,0.599,0.639,0.628,0.543,0.86
pdf_resume_1348,Data Analyst.txt,0.297,0.245,0.261,0.315,0.766
pdf_resume_1353,Data Analyst.txt,0.125,0.234,0.125,0.183,0.767
pdf_resume_1356,Data Analyst.txt,0.636,0.642,0.639,0.574,0.854
pdf_resume_1358,Data Analyst.txt,0.333,0.53,0.287,0.503,0.808
pdf_resume_136,Data Analyst.txt,0.556,0.607,0.597,0.525,0.847
pdf_resume_1360,Data Analyst.txt,0.394,0.317,0.383,0.384,0.788
pdf_resume_1362,Data Analyst.txt,0.239,0.336,0.243,0.3,0.801
pdf_resume_1364,Data Analyst.txt,0.357,0.247,0.327,0.434,0.776
pdf_resume_1370,Data Analyst.txt,0.125,0.183,0.125,0.183,0.729
pdf_resume_1371,Data Analyst.txt,0.223,0.11,0.178,0.174,0.722
pdf_resume_1376,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_1386,Data Analyst.txt,0.525,0.489,0.519,0.562,0.82
pdf_resume_1387,Data Analyst.txt,0.0,0.058,0.0,0.058,0.657
pdf_resume_1388,Data Analyst.txt,0.619,0.504,0.555,0.543,0.829
pdf_resume_1394,Data Analyst.txt,0.49,0.548,0.566,0.43,0.842
pdf_resume_14,Data Analyst.txt,0.503,0.578,0.521,0.504,0.847
pdf_resume_1412,Data Analyst.txt,0.333,0.518,0.28,0.364,0.801
pdf_resume_1418,Data Analyst.txt,0.548,0.59,0.551,0.502,0.858
pdf_resume_1425,Data Analyst.txt,0.069,0.058,0.062,0.122,0.691
pdf_resume_1434,Data Analyst.txt,0.177,0.183,0.209,0.204,0.738
pdf_resume_1446,Data Analyst.txt,0.454,0.34,0.445,0.398,0.806
pdf_resume_1448,Data Analyst.txt,0.125,0.234,0.125,0.183,0.738
pdf_resume_145,Data Analyst.txt,0.125,0.289,0.233,0.294,0.812
pdf_resume_1451,Data Analyst.txt,0.14,0.172,0.189,0.175,0.715
pdf_resume_1454,Data Analyst.txt,0.234,0.162,0.268,0.129,0.717
pdf_resume_1457,Data Analyst.txt,0.324,0.342,0.348,0.291,0.753
pdf_resume_1474,Data Analyst.txt,0.474,0.379,0.405,0.534,0.789
pdf_resume_1476,Data Analyst.txt,0.257,0.415,0.317,0.43,0.782
pdf_resume_1479,Data Analyst.txt,0.194,0.197,0.242,0.179,0.793
pdf_resume_1480,Data Analyst.txt,0.36,0.436,0.523,0.493,0.775
pdf_resume_1481,Data Analyst.txt,0.369,0.382,0.421,0.367,0.831
pdf_resume_1483,Data Analyst.txt,0.379,0.385,0.407,0.386,0.85
pdf_resume_1484,Data Analyst.txt,0.334,0.331,0.319,0.371,0.802
pdf_resume_1486,Data Analyst.txt,0.241,0.263,0.252,0.347,0.784
pdf_resume_1487,Data Analyst.txt,0.237,0.363,0.229,0.344,0.803
pdf_resume_149,Data Analyst.txt,0.182,0.237,0.192,0.237,0.793
pdf_resume_1490,Data Analyst.txt,0.246,0.197,0.326,0.199,0.798
pdf_resume_1496,Data Analyst.txt,0.232,0.185,0.17,0.251,0.752
pdf_resume_1498,Data Analyst.txt,0.209,0.214,0.22,0.32,0.741
pdf_resume_15,Data Analyst.txt,0.519,0.567,0.582,0.502,0.863
pdf_resume_150,Data Analyst.txt,0.248,0.3,0.292,0.226,0.747
pdf_resume_1500,Data Analyst.txt,0.295,0.3,0.367,0.369,0.808
pdf_resume_1501,Data Analyst.txt,0.295,0.3,0.367,0.369,0.808
pdf_resume_1502,Data Analyst.txt,0.143,0.175,0.19,0.249,0.762
pdf_resume_1503,Data Analyst.txt,0.202,0.353,0.218,0.314,0.822
pdf_resume_151,Data Analyst.txt,0.127,0.058,0.133,0.251,0.705
pdf_resume_1520,Data Analyst.txt,0.459,0.526,0.484,0.472,0.828
pdf_resume_1522,Data Analyst.txt,0.349,0.239,0.372,0.372,0.769
pdf_resume_1523,Data Analyst.txt,0.194,0.197,0.192,0.124,0.792
pdf_resume_1524,Data Analyst.txt,0.079,0.058,0.075,0.124,0.707
pdf_resume_1527,Data Analyst.txt,0.431,0.378,0.426,0.416,0.832
pdf_resume_153,Data Analyst.txt,0.125,0.183,0.125,0.183,0.756
pdf_resume_1530,Data Analyst.txt,0.387,0.246,0.416,0.407,0.794
pdf_resume_1537,Data Analyst.txt,0.44,0.447,0.47,0.515,0.858
pdf_resume_1542,Data Analyst.txt,0.347,0.249,0.238,0.346,0.786
pdf_resume_1546,Data Analyst.txt,0.33,0.21,0.252,0.299,0.759
pdf_resume_1555,Data Analyst.txt,0.235,0.162,0.232,0.35,0.744
pdf_resume_1556,Data Analyst.txt,0.183,0.183,0.236,0.236,0.752
pdf_resume_1557,Data Analyst.txt,0.44,0.277,0.382,0.408,0.764
pdf_resume_1559,Data Analyst.txt,0.167,0.197,0.202,0.183,0.787
pdf_resume_1560,Data Analyst.txt,0.29,0.284,0.322,0.269,0.757
pdf_resume_1570,Data Analyst.txt,0.373,0.289,0.403,0.425,0.8
pdf_resume_1571,Data Analyst.txt,0.199,0.318,0.205,0.425,0.786
pdf_resume_1573,Data Analyst.txt,0.199,0.255,0.2,0.299,0.747
pdf_resume_1581,Data Analyst.txt,0.427,0.456,0.37,0.538,0.815
pdf_resume_1582,Data Analyst.txt,0.25,0.25,0.25,0.25,0.769
pdf_resume_1590,Data Analyst.txt,0.387,0.301,0.416,0.407,0.807
pdf_resume_1592,Data Analyst.txt,0.408,0.272,0.378,0.417,0.765
pdf_resume_1614,Data Analyst.txt,0.421,0.319,0.315,0.366,0.769
pdf_resume_1619,Data Analyst.txt,0.184,0.214,0.168,0.257,0.752
pdf_resume_162,Data Analyst.txt,0.236,0.246,0.282,0.288,0.784
pdf_resume_1624,Data Analyst.txt,0.177,0.183,0.209,0.204,0.737
pdf_resume_1625,Data Analyst.txt,0.291,0.337,0.324,0.307,0.756
pdf_resume_1643,Data Analyst.txt,0.438,0.443,0.433,0.473,0.76
pdf_resume_1646,Data Analyst.txt,0.282,0.183,0.125,0.238,0.763
pdf_resume_1649,Data Analyst.txt,0.175,0.183,0.175,0.238,0.774
pdf_resume_165,Data Analyst.txt,0.467,0.43,0.319,0.418,0.815
pdf_resume_1662,Data Analyst.txt,0.352,0.437,0.393,0.312,0.834
pdf_resume_1675,Data Analyst.txt,0.48,0.246,0.454,0.337,0.789
pdf_resume_1682,Data Analyst.txt,0.227,0.289,0.423,0.372,0.823
pdf_resume_1692,Data Analyst.txt,0.425,0.221,0.375,0.366,0.755
pdf_resume_1694,Data Analyst.txt,0.245,0.349,0.29,0.29,0.786
pdf_resume_171,Data Analyst.txt,0.307,0.305,0.25,0.359,0.801
pdf_resume_1710,Data Analyst.txt,0.506,0.562,0.537,0.584,0.815
pdf_resume_1715,Data Analyst.txt,0.364,0.384,0.309,0.351,0.796
pdf_resume_1717,Data Analyst.txt,0.497,0.352,0.444,0.522,0.773
pdf_resume_1720,Data Analyst.txt,0.446,0.44,0.407,0.455,0.817
pdf_resume_1724,Data Analyst.txt,0.29,0.193,0.275,0.314,0.735
pdf_resume_1726,Data Analyst.txt,0.117,0.114,0.218,0.164,0.728
pdf_resume_1728,Data Analyst.txt,0.418,0.277,0.381,0.399,0.766
pdf_resume_173,Data Analyst.txt,0.447,0.38,0.377,0.44,0.788
pdf_resume_1730,Data Analyst.txt,0.459,0.346,0.507,0.454,0.773
pdf_resume_1732,Data Analyst.txt,0.226,0.183,0.125,0.296,0.794
pdf_resume_1738,Data Analyst.txt,0.384,0.452,0.494,0.472,0.814
pdf_resume_1739,Data Analyst.txt,0.293,0.248,0.234,0.361,0.789
pdf_resume_1740,Data Analyst.txt,0.267,0.28,0.329,0.329,0.767
pdf_resume_1741,Data Analyst.txt,0.125,0.183,0.125,0.183,0.756
pdf_resume_1747,Data Analyst.txt,0.143,0.401,0.366,0.369,0.804
pdf_resume_1754,Data Analyst.txt,0.461,0.547,0.45,0.467,0.793
pdf_resume_176,Data Analyst.txt,0.188,0.246,0.299,0.354,0.786
pdf_resume_1767,Data Analyst.txt,0.116,0.174,0.165,0.111,0.736
pdf_resume_1772,Data Analyst.txt,0.351,0.244,0.279,0.343,0.751
pdf_resume_1775,Data Analyst.txt,0.161,0.214,0.107,0.378,0.721
pdf_resume_1782,Data Analyst.txt,0.137,0.157,0.284,0.262,0.733
pdf_resume_179,Data Analyst.txt,0.273,0.365,0.327,0.267,0.831
pdf_resume_1792,Data Analyst.txt,0.492,0.305,0.478,0.48,0.804
pdf_resume_1793,Data Analyst.txt,0.0,0.058,0.0,0.058,0.673
pdf_resume_1794,Data Analyst.txt,0.404,0.302,0.382,0.361,0.802
pdf_resume_180,Data Analyst.txt,0.31,0.25,0.25,0.319,0.781
pdf_resume_1802,Data Analyst.txt,0.296,0.4,0.414,0.351,0.846
pdf_resume_1803,Data Analyst.txt,0.417,0.116,0.348,0.408,0.738
pdf_resume_1804,Data Analyst.txt,0.552,0.351,0.524,0.456,0.831
pdf_resume_1806,Data Analyst.txt,0.221,0.193,0.225,0.161,0.769
pdf_resume_1815,Data Analyst.txt,0.189,0.214,0.089,0.138,0.724
pdf_resume_1816,Data Analyst.txt,0.408,0.495,0.497,0.421,0.854
pdf_resume_1823,Data Analyst.txt,0.079,0.058,0.075,0.124,0.716
pdf_resume_1824,Data Analyst.txt,0.079,0.058,0.075,0.124,0.71
pdf_resume_1829,Data Analyst.txt,0.229,0.183,0.125,0.237,0.744
pdf_resume_1838,Data Analyst.txt,0.31,0.357,0.364,0.423,0.798
pdf_resume_1839,Data Analyst.txt,0.311,0.18,0.319,0.333,0.749
